MEC_NO,IDCARD_UNIQUE,IDCARD_NUM,index,IDCARD_x,term_day,amt_median,amt_repay_median,no_mec,amt_1st,IDCARD_y,term_amt_repay_median,term_amt_1st,rate_amt_repay_median,rate_amt_1st
10023351414,13192,9600,401.0,16887.0,6.355711805555557,1125.0,1651.0,10023351414,1272.0,16307,1.0,1.0,26.851088123379828,7.504011319651776
10023353385,3435,5005,402.0,8228.0,7.147303240740741,741.0,1000.0,10023353385,1000.0,3436,1.0,1.0,17.849753052807888,17.849753052807888
10023357233,2578,1201,404.0,3329.0,6.169143518518518,800.0,1000.0,10023357233,300.0,2763,1.0,3.0,14.791356324599356,7.395678162299678
10023362981,2345,1480,407.0,3763.0,6.7916030092592585,500.0,580.0,10023362981,600.0,2363,1.0,1.0,8.598853602070232,10.74856700258779
10023427729,435,2,409.0,890.0,0.06927083333333334,0.1,1629.99,10023427729,543.33,5533,0.0,0.0,-5269.172932330826,-5269.172932330826
10023460772,98,31,410.0,101.0,5.9898495370370375,1120.5,1879.5,10023460772,1500.0,104,1.0,1.0,41.276880331423015,20.638440165711508
10023469651,7105,3560,411.0,8637.0,13.925740740740741,1920.0,1560.0,10023469651,600.0,10110,1.0,3.0,-4.914460298674184,-1.6381534328913947
10023469980,5709,2967,412.0,7488.0,14.085248842592593,1840.0,1680.0,10023469980,560.0,7576,1.0,3.0,-2.25335958132356,-2.25335958132356
10023471229,4564,2608,413.0,5428.0,16.068819444444443,1840.0,1268.0,10023471229,520.0,7567,1.0,4.0,-7.061339614689459,2.9627998383312417
10023471494,36899,20834,414.0,43811.0,6.859826388888888,1600.0,2000.0,10023471494,1000.0,39795,1.0,2.0,13.302085916897395,13.302085916897395
10023480192,256,208,418.0,602.0,9.05004050925926,492.0,612.0,10023480192,515.0,256,1.0,1.0,9.836905166647595,1.8854068236074555
10023486050,3970,8075,419.0,13089.0,6.3816145833333335,1100.0,1307.7,10023486050,1111.2,4019,1.0,1.0,10.799561061495169,0.5823547611398475
10023506843,143,43,423.0,341.0,6.057048611111113,1125.0,375.0,10023506843,637.5,144,3.0,2.0,0.0,8.034716211025948
10023536617,3775,1816,426.0,4524.0,6.309907407407408,2100.0,2401.0,10023536617,1504.44,3841,1.0,1.0,8.291194036421265,-16.404995084156305
10023537376,13675,12100,427.0,20869.0,7.090821759259258,950.0,1200.0,10023537376,200.0,14000,1.0,5.0,13.546050773807842,2.7092101547615686
10023576041,681,388,429.0,754.0,4.169803240740742,540.0,1045.0,10023576041,900.0,685,1.0,1.0,81.86059938213177,58.35607084666819
10023582987,440,437,430.0,1453.0,6.127158564814816,1020.0,1500.0,10023582987,1500.0,441,1.0,1.0,28.033337813176747,28.033337813176747
10023585820,525,323,431.0,716.0,6.170329861111112,1140.0,1506.93,10023585820,1506.93,604,1.0,1.0,19.03982061391045,19.03982061391045
10023588060,1018,742,432.0,1059.0,7.579184027777778,500.0,660.0,10023588060,80.0,1789,1.0,6.0,15.410629900517911,-1.9263287375647389
10023589281,9816,5717,433.0,18116.0,8.325787037037038,2100.0,2000.0,10023589281,900.0,9948,1.0,2.0,-2.0876047277733245,-6.262814183319973
10023591022,3278,2693,434.0,6780.0,7.024421296296296,1050.0,1500.0,10023591022,1500.0,3281,1.0,1.0,22.269246793476086,22.269246793476086
10023602857,6526,6553,435.0,8523.0,6.121799768518517,800.0,2125.0,10023602857,1000.0,6658,0.0,1.0,-59.62298895776045,14.905747239440112
10023634460,178,2,438.0,711.0,0.02935185185185185,6.12,1300.0,10023634460,1300.0,25811,0.0,0.0,-12435.331230283911,-12435.331230283911
10023634999,2875,5558,439.0,20094.0,6.155428240740742,960.0,1400.0,10023634999,500.0,8025,1.0,2.0,27.177908688695045,2.4707189716995495
10023653611,112,95,440.0,217.0,6.036984953703704,1050.0,1505.92,10023653611,1003.95,118,1.0,1.0,26.252587575730896,-2.6516311148061207
10023662983,2425,4274,441.0,8925.0,6.188159722222222,1500.0,1500.0,10023662983,750.0,2426,1.0,2.0,0.0,0.0
10023663491,984,2303,442.0,4756.0,7.139490740740741,900.0,1200.0,10023663491,1200.0,5884,1.0,1.0,17.041364865478265,17.041364865478265
10023665891,13734,7570,443.0,30903.0,6.266886574074074,840.0,1000.0,10023665891,1000.0,17602,1.0,1.0,11.093835623486068,11.093835623486068
10023687008,123,85,445.0,262.0,5.969675925925926,700.0,1003.95,10023687008,1003.95,123,1.0,1.0,26.54888075203714,26.54888075203714
10023711711,34879,19236,446.0,43964.0,6.335659722222222,1470.0,1700.0,10023711711,1000.0,43361,1.0,1.0,9.013874804088143,-18.41965720835403
10023714202,93096,74511,447.0,109710.0,7.507418981481482,990.0,1542.0,10023714202,1056.0,99906,1.0,1.0,27.108537836660172,3.241238219600673
10023716948,342,460,449.0,3086.0,19.982476851851853,640.4,840.0,10023716948,800.0,1177,1.0,1.0,5.6931517447928695,4.552239571487686
10023727659,242,316,451.0,738.0,6.702974537037037,1400.0,1500.0,10023727659,1500.0,262,1.0,1.0,3.889531196541455,3.889531196541455
10023728873,1149,1250,452.0,2107.0,6.071030092592593,700.0,1600.0,10023728873,800.0,1159,0.0,1.0,-60.12159294768529,8.58879899252647
10023754525,4392,6628,454.0,11697.0,6.138813657407408,1275.0,3200.0,10023754525,1500.0,4405,0.0,1.0,-59.45774222346238,10.492542745316891
10023754922,56,29,455.0,214.0,3.887719907407408,400.0,30.0,10023754922,30.0,5904,13.0,13.0,-2.3471341087648367,-2.3471341087648367
10023758798,431,326,456.0,801.0,6.0975925925925925,700.0,999.94,10023758798,714.25,433,1.0,1.0,25.64902186221469,1.2185722529057788
10023777006,6775,12805,458.0,18879.0,6.138796296296296,1275.0,1785.0,10023777006,1500.0,6784,1.0,1.0,23.783164150288844,10.492572419245079
10023783600,129,2081,459.0,4742.0,6.063321759259258,750.0,1000.0,10023783600,1000.0,129,1.0,1.0,20.066008616625087,20.066008616625087
10023794822,5841,12574,462.0,19880.0,6.104780092592592,1275.0,1700.0,10023794822,1500.0,5850,1.0,1.0,19.929737815502044,10.551037667030496
10023797211,875,2544,463.0,4582.0,7.135787037037038,741.0,1030.0,10023797211,1000.0,876,1.0,1.0,19.94943585579424,17.878560161421134
10023838923,11822,10851,465.0,25397.0,7.311145833333334,1200.0,420.0,10023838923,210.0,14231,3.0,6.0,2.4961887529029596,2.4961887529029596
10023840831,321,368,466.0,649.0,5.9541203703703705,1050.0,2000.0,10023840831,1000.0,352,1.0,1.0,55.463792247376595,-2.919146960388242
10023843102,2719,5037,468.0,10110.0,7.133472222222222,1300.0,1625.0,10023843102,1500.0,2944,1.0,1.0,12.791807013103327,7.871881238832817
10023848428,355,354,469.0,646.0,6.152615740740742,400.0,605.0,10023848428,500.0,367,1.0,1.0,30.40373523757209,14.831090359791265
10023850333,1139,1691,470.0,3406.0,11.006319444444443,1800.0,1750.0,10023850333,1500.0,1510,1.0,1.0,-0.9211879538901263,-5.527127723340758
10023850661,4118,6995,471.0,12010.0,6.166429398148147,1500.0,2000.0,10023850661,1000.0,4121,1.0,2.0,19.730488879545856,19.730488879545856
10023866673,5729,10021,472.0,15817.0,7.126527777777778,1200.0,2200.0,10023866673,1248.0,5768,1.0,1.0,42.68090662820838,2.0486835181540024
10023870299,7083,4988,474.0,13556.0,8.097349537037038,1000.0,1362.0,10023870299,1340.0,7114,1.0,1.0,16.317685113584545,15.326002592869465
10023881264,2606,6134,478.0,11074.0,6.121597222222222,1275.0,1900.0,10023881264,1500.0,2608,1.0,1.0,29.22792240854096,10.522052067074746
10023885904,549,454,479.0,1520.0,6.654299768518517,1125.0,1950.0,10023885904,1000.0,549,1.0,1.0,40.22461806319536,-6.094639100484145
10023890820,823,858,480.0,1160.0,6.0511168981481465,574.0,1400.0,10023890820,700.0,852,0.0,1.0,-60.3194428637964,13.240853311565063
10023923135,2783,891,481.0,2883.0,6.106655092592592,840.0,1200.0,10023923135,800.0,2818,1.0,1.0,25.616080989790987,-2.8462312210878875
10023933195,268,475,482.0,911.0,6.167638888888888,1000.0,1339.0,10023933195,1300.0,299,1.0,1.0,20.06197221158827,17.753957709370148
10023938668,159,366,483.0,830.0,6.072552083333332,1190.0,1500.0,10023938668,1500.0,159,1.0,1.0,15.658002156031252,15.658002156031252
10023941538,552,419,485.0,712.0,6.06025462962963,640.0,800.0,10023941538,500.0,585,1.0,1.0,15.057123104013323,-13.174982716011657
10023942605,10623,5691,486.0,12017.0,6.5055092592592585,2100.0,3000.0,10023942605,900.0,10623,1.0,2.0,24.04555357536805,-8.015184525122683
10023946510,640,376,487.0,1026.0,6.987395833333332,1059.0,1506.9,10023946510,1506.9,640,1.0,1.0,22.09340329213954,22.09340329213954
10023955579,2841,6936,489.0,11263.0,6.0906770833333335,1200.0,1127.3,10023955579,1106.3,2849,1.0,1.0,-3.630617148818637,-4.679351125781379
10023960175,27879,14673,490.0,30119.0,6.859421296296296,1600.0,2000.0,10023960175,1032.0,28184,1.0,2.0,13.302871489941856,15.431330928332551
10023995077,55,9,492.0,213.0,2.166990740740741,0.01,169.0,10023995077,169.0,191,0.0,0.0,-168.43634499113378,-168.43634499113378
10024030489,709,477,495.0,1372.0,6.048298611111112,700.0,1000.0,10024030489,1000.0,868,1.0,1.0,25.86323551241371,25.86323551241371
10024040203,159,141,498.0,611.0,6.334068287037038,700.0,1000.0,10024040203,300.0,159,1.0,2.0,24.696382220682665,-8.232127406894222
10024043198,18893,8755,502.0,21997.0,0.0,300.0,900.0,10024043198,600.0,356525,0.0,0.0,-inf,-inf
10024045124,418,252,503.0,425.0,6.6812210648148165,700.0,1998.545,10024045124,999.36,591,0.0,1.0,-54.63073238546055,23.363222924159246
10024070832,1095,1737,504.0,4074.0,6.0984895833333335,750.0,1250.0,10024070832,1000.0,1095,1.0,1.0,39.90059013929337,19.950295069646685
10024077313,578,208,506.0,863.0,6.088912037037038,910.0,1250.0,10024077313,390.0,580,1.0,2.0,22.397043272115976,-8.563575368750225
10024154894,65,44,509.0,917.0,13.022575231481486,840.0,1000.0,10024154894,1000.0,252,1.0,1.0,5.338714370083949,5.338714370083949
10024156227,1767,1320,510.0,3335.0,6.3307986111111125,900.0,1200.0,10024156227,1000.0,1941,1.0,1.0,19.218217817437896,6.406072605812632
10024157765,357,1226,511.0,2265.0,6.034201388888889,750.0,1000.0,10024157765,1000.0,368,1.0,1.0,20.162844894553615,20.162844894553615
10024163903,5081,2817,513.0,6598.0,6.8450231481481465,2100.0,2000.0,10024163903,600.0,5081,1.0,4.0,-2.539210168435241,7.617630505305724
10024164555,238,503,514.0,4248.0,13.771064814814816,425.0,100.0,10024164555,100.0,275,4.0,4.0,-1.559108792531149,-1.559108792531149
10024186679,90,130,517.0,2547.0,11.733136574074075,1200.0,1000.0,10024186679,800.0,1283,1.0,2.0,-5.184746035237727,10.369492070475454
10024189574,114,84,518.0,222.0,9.186921296296298,2640.0,1557.6,10024189574,786.5,116,2.0,3.0,7.151470866141729,-4.22135433070866
10024241530,684,1112,519.0,3054.0,6.286180555555554,900.0,1500.0,10024241530,425.0,696,1.0,2.0,38.70924978734217,-3.2257708156118476
10024243437,79,80,520.0,247.0,14.0878125,800.0,1000.0,10024243437,1000.0,119,1.0,1.0,6.477229875113684,6.477229875113684
10024266230,334,128,523.0,769.0,4.7206828703703705,1400.0,1200.0,10024266230,600.0,334,1.0,2.0,-11.04561746143438,-11.04561746143438
10024295979,4783,4150,526.0,16398.0,7.33925925925926,750.0,1000.0,10024295979,1000.0,4787,1.0,1.0,16.577513120710535,16.577513120710535
10024303761,1726,2608,528.0,6977.0,6.171724537037037,1050.0,1085.0,10024303761,800.0,1726,1.0,1.0,1.971356076191262,-14.081114829937585
10024318429,1730,1335,530.0,3804.0,6.17525462962963,900.0,1000.0,10024318429,375.0,1878,1.0,2.0,6.567430492819684,-9.851145739229526
10024319845,10394,8486,532.0,11089.0,6.098541666666668,2250.0,3500.0,10024319845,1980.0,12124,1.0,1.0,33.25020781379883,-7.182044887780547
10024323741,488,4388,533.0,7866.0,6.076180555555557,1275.0,1500.0,10024323741,1500.0,488,1.0,1.0,10.600699587011048,10.600699587011048
10024331130,503,1464,534.0,2806.0,6.188182870370372,1140.0,1566.82,10024331130,1505.92,503,1.0,1.0,22.083587955372632,18.93263320516835
10024369384,6445,6524,535.0,14171.0,6.08931712962963,800.0,960.0,10024369384,500.0,6818,1.0,2.0,11.988207946141259,14.985259932676572
10024369482,1181,5262,536.0,8497.0,7.140532407407408,800.0,800.0,10024369482,800.0,1181,1.0,1.0,0.0,0.0
10024373333,46029,56107,539.0,93976.0,6.908240740740742,1890.0,2410.0,10024373333,1400.0,46082,1.0,1.0,14.536737237751858,-13.698079320189251
10024373382,146,84,540.0,609.0,13.837361111111115,1800.0,616.0,10024373382,616.0,148,3.0,3.0,0.7034096498007607,0.7034096498007607
10024378857,1468,16,541.0,4878.0,0.1263425925925926,168.0,168.0,10024378857,168.0,10772,1.0,1.0,0.0,0.0
10024380125,1225,2489,544.0,4685.0,6.029658564814816,1000.0,1655.0,10024380125,1280.0,1225,1.0,1.0,39.64984043957098,16.94955011157233
10024388907,237,208,545.0,379.0,6.0458391203703705,1125.0,2500.0,10024388907,1500.0,239,0.0,1.0,-60.372099345184026,20.12403311506134
10024394601,28139,18035,546.0,35522.0,6.6906944444444445,1600.0,2064.0,10024394601,1128.0,28140,1.0,1.0,15.820480352064433,-16.093247254686233
10024394724,724,995,547.0,3309.0,4.729988425925926,600.0,950.0,10024394724,900.0,729,1.0,1.0,45.01420458021244,38.58360392589638
10024396095,708,381,548.0,983.0,6.6139120370370375,1275.0,1925.0,10024396095,1500.0,709,1.0,1.0,28.134397665184277,9.738829961025328
10024396132,368,277,549.0,1116.0,6.086967592592592,410.0,600.0,10024396132,500.0,375,1.0,1.0,27.788276985284714,13.16286804566118
10024403042,913,954,550.0,1976.0,6.999027777777778,800.0,1000.0,10024403042,1000.0,958,1.0,1.0,13.037525053082769,13.037525053082769
10024410984,304,442,554.0,770.0,6.09879050925926,750.0,996.0,10024410984,996.0,326,1.0,1.0,19.630121713188807,19.630121713188807
10024412372,6384,961,556.0,25344.0,7.346782407407407,1560.0,1800.0,10024412372,1707.75,29738,1.0,1.0,7.643325069383971,4.705421995839507
10024412536,42,132,557.0,8102.0,10.78386574074074,1680.0,1800.0,10024412536,1800.0,729,1.0,1.0,2.4176328969798293,2.4176328969798293
10024412859,2422,1528,558.0,3362.0,6.6041840277777775,1600.0,2432.0,10024412859,1200.0,2422,1.0,1.0,28.73935662629699,-13.816998378027398
10024419511,11657,8622,559.0,25982.0,6.0932349537037025,1400.0,1100.0,10024419511,1000.0,11670,1.0,1.0,-12.836249760358259,-17.114999680477677
10024424716,1760,3198,560.0,6134.0,6.07644675925926,1190.0,3200.0,10024424716,1500.0,1762,0.0,1.0,-60.06799935238712,15.647966217848746
10024425210,958,244,562.0,12826.0,0.03927083333333333,450.0,1161.6,10024425210,1161.6,12032,0.0,0.0,-9294.429708222811,-9294.429708222811
10024425252,161,1,563.0,978.0,0.0,1.0,2560.0,10024425252,2560.0,11356,0.0,0.0,-inf,-inf
10024427819,601,413,564.0,1289.0,5.063877314814816,700.0,1500.0,10024427819,1000.0,601,0.0,1.0,-72.07915541953605,30.89106660837259
10024427843,2345,1602,565.0,4227.0,6.957291666666666,1050.0,1950.0,10024427843,1500.0,2345,1.0,1.0,44.96823733236369,22.484118666181846
10024438600,587,202,567.0,1011.0,6.233113425925926,1400.0,2000.0,10024438600,599.0,588,1.0,2.0,25.09637812428129,-8.449113968508035
10024441559,3457,4926,569.0,8903.0,7.064207175925926,1500.0,3100.0,10024441559,1500.0,3458,0.0,1.0,-51.66892630837351,0.0
10024442411,1339,532,570.0,1981.0,6.031655092592592,960.0,1000.0,10024442411,240.0,1754,1.0,4.0,2.521419593771288,0.0
10024475689,262,142,573.0,557.0,6.947679398148147,720.0,1000.0,10024475689,280.0,264,1.0,3.0,20.430482800095625,8.755921200040982
10024485532,476,652,574.0,1906.0,6.035729166666667,500.0,700.0,10024485532,700.0,723,1.0,1.0,24.189289474138377,24.189289474138377
10024490521,580,309,576.0,1637.0,6.0242708333333335,750.0,1000.0,10024490521,500.0,584,1.0,2.0,20.196081821797243,20.196081821797243
10024495321,14075,15774,577.0,22868.0,6.1043865740740735,1500.0,2060.0,10024495321,1635.0,15281,1.0,1.0,22.32274529359011,5.381376097561901
10024495951,400,151,578.0,560.0,6.174016203703704,1390.0,2000.0,10024495951,2000.0,404,1.0,1.0,25.944191079223003,25.944191079223003
10024499021,708,2541,579.0,4721.0,6.034282407407408,1065.3,2007.9,10024499021,1505.92,717,1.0,1.0,53.52081786181704,25.018398860888848
10024500280,1019,904,580.0,2025.0,6.034930555555556,720.0,2000.0,10024500280,1000.0,1019,0.0,1.0,-60.481226194722844,23.52047685350333
10024500660,9801,18836,581.0,44684.0,6.664664351851854,1400.0,1530.0,10024500660,1500.0,9803,1.0,1.0,5.085455974004096,3.911889210772381
10024510475,338,281,582.0,430.0,6.0353819444444445,720.0,1069.85,10024510475,1003.95,366,1.0,1.0,29.3857978701983,23.850499657689898
10024514323,1120,340,584.0,1136.0,6.167175925925926,750.0,1175.0,10024514323,800.0,1120,1.0,1.0,33.53777090480516,3.9456201064476657
10024516138,991,631,586.0,1261.0,7.078408564814816,800.0,1050.0,10024516138,1000.0,991,1.0,1.0,16.11414471989921,12.891315775919367
10024516173,668,354,587.0,1315.0,6.77287037037037,1050.0,1500.0,10024516173,1500.0,668,1.0,1.0,23.096348058410754,23.096348058410754
10024519444,1535,5063,588.0,8741.0,6.111481481481483,800.0,1030.0,10024519444,1000.0,1535,1.0,1.0,17.17055026968062,14.93091327798315
10024534367,1499,986,593.0,1671.0,6.219126157407408,1040.0,1150.75,10024534367,1000.0,1864,1.0,1.0,6.249911868779143,-2.2573045124258755
10024548814,8446,8265,598.0,13672.0,6.059646990740742,1125.0,2000.0,10024548814,1500.0,8450,1.0,1.0,46.84908037096495,20.078177301842118
10024550082,47818,50853,599.0,86443.0,6.994380787037038,1960.0,3080.0,10024550082,1680.0,54641,1.0,1.0,29.819856099053432,-7.454964024763358
10024551420,2244,1595,600.0,2878.0,6.049768518518517,1050.0,1500.0,10024551420,1000.0,2678,1.0,1.0,25.85695154281342,-2.8729946158681576
10024552093,539,760,601.0,1772.0,6.074768518518519,1110.0,1890.0,10024552093,1500.0,540,1.0,1.0,42.22160658543694,21.11080329271847
10024563164,2264,1690,603.0,2888.0,6.16074074074074,1800.0,2000.0,10024563164,2000.0,2629,1.0,1.0,6.582902488878202,6.582902488878202
10024581998,302,235,605.0,538.0,6.396805555555557,1125.0,1500.0,10024581998,375.0,387,1.0,3.0,19.019910111383716,0.0
10024584298,866,962,606.0,3965.0,6.242424768518518,1400.0,600.0,10024584298,600.0,872,2.0,2.0,-8.352981265520631,-8.352981265520631
10024590948,1622,1302,609.0,3122.0,6.079513888888887,720.0,1000.0,10024590948,560.0,4357,1.0,1.0,23.347992461020056,-13.341709977725744
10024596483,78,14,610.0,145.0,5.698900462962962,1000.0,1300.0,10024596483,1300.0,106,1.0,1.0,19.214232765011122,19.214232765011122
10024597657,321,575,612.0,1756.0,5.061805555555555,700.0,1000.0,10024597657,700.0,321,1.0,1.0,30.903710091527355,0.0
10024602164,399,793,613.0,2639.0,6.1729976851851855,730.0,1000.0,10024602164,1000.0,471,1.0,1.0,21.86943959561036,21.86943959561036
10024605227,732,1854,617.0,3225.0,6.069490740740742,1190.0,1567.5,10024605227,1500.0,733,1.0,1.0,19.077023109836603,15.665899772316152
10024616033,24760,9691,618.0,30832.0,6.182974537037038,2030.0,2600.0,10024616033,1520.0,33483,1.0,1.0,16.575789551638277,-14.83096959883425
10024616123,22142,42100,619.0,72034.0,6.860729166666666,1680.0,1740.0,10024616123,1100.0,22213,1.0,2.0,1.9000479349992734,16.467082103327037
10024616734,478,1105,621.0,1729.0,13.25480324074074,1400.0,299.0,10024616734,299.0,481,5.0,5.0,1.8685948552392844,1.8685948552392844
10024629438,316,223,629.0,542.0,13.103310185185185,2700.0,835.67,10024629438,692.33,480,3.0,4.0,-1.9910532926547069,0.7151656264408749
10024641718,33731,47332,631.0,78520.0,6.848483796296296,1750.0,2300.0,10024641718,1210.0,37608,1.0,1.0,16.750318629113778,-16.445767381311708
10024645055,8174,26433,632.0,51177.0,6.298263888888888,1400.0,1100.0,10024645055,1000.0,8178,1.0,1.0,-12.41838816126263,-16.557850881683507
10024649352,5928,8656,633.0,18252.0,6.200219907407408,1750.0,2000.0,10024649352,2000.0,5928,1.0,1.0,8.40983996076688,8.40983996076688
10024650494,7164,2295,634.0,10328.0,5.9612731481481465,1600.0,2000.0,10024650494,2000.0,7164,1.0,1.0,15.307132844323124,15.307132844323124
10024651809,1037,3263,635.0,7811.0,6.06916087962963,1125.0,1510.5,10024651809,1510.5,1037,1.0,1.0,20.608010862444946,20.608010862444946
10024656677,262,671,636.0,3131.0,6.055486111111112,1125.0,1005.83,10024656677,1005.83,262,1.0,1.0,-6.384961295427697,-6.384961295427697
10024671413,213,387,639.0,731.0,7.0621643518518535,800.0,1000.0,10024671413,1000.0,218,1.0,1.0,12.920968056495635,12.920968056495635
10024671761,3995,13017,640.0,20300.0,7.1375578703703715,1440.0,1540.0,10024671761,1540.0,4912,1.0,1.0,3.551245773774293,3.551245773774293
10024688073,700,1544,645.0,2936.0,6.034953703703704,1190.0,1500.0,10024688073,1500.0,701,1.0,1.0,15.755553113040698,15.755553113040698
10024689124,86,1051,646.0,2674.0,7.049322916666666,900.0,1200.0,10024689124,1200.0,278,1.0,1.0,17.25934080548516,17.25934080548516
10024690201,2625,5177,647.0,11392.0,6.115063657407408,1400.0,1500.0,10024690201,1500.0,2625,1.0,1.0,4.263476233783317,4.263476233783317
10024691222,122,79,648.0,604.0,6.985625,1125.0,345.0,10024691222,345.0,122,3.0,3.0,-4.180012525722466,-4.180012525722466
10024691603,93,1376,649.0,3249.0,5.96521412037037,1029.56,1405.52,10024691603,1405.52,105,1.0,1.0,22.343788250831373,22.343788250831373
10024699062,558,3161,652.0,5807.0,13.99375,1000.0,1009.24,10024699062,1009.24,558,1.0,1.0,0.24100759267530167,0.24100759267530167
10024699848,109,105,653.0,963.0,6.077337962962963,1050.0,450.0,10024699848,450.0,109,2.0,2.0,-8.579884393566829,-8.579884393566829
10024745124,569,1365,656.0,3242.0,6.111365740740742,2100.0,2000.0,10024745124,1750.0,570,1.0,1.0,-2.844037342599902,-9.954130699099657
10024746853,278,2722,657.0,4927.0,7.072783564814816,1260.0,1500.0,10024746853,1500.0,278,1.0,1.0,9.829766298755649,9.829766298755649
10024818646,271,215,666.0,2744.0,5.4364583333333325,1074.0,1200.0,10024818646,1500.0,381,1.0,1.0,7.8766775030213,26.63067155783392
10024994522,263,1038,670.0,2982.0,6.029247685185185,1080.0,1000.0,10024994522,1000.0,339,1.0,1.0,-4.484313541052777,-4.484313541052777
10025004983,8702,36900,671.0,60825.0,12.567002314814815,1100.0,1317.84,10025004983,1317.84,10095,1.0,1.0,5.75183093919386,5.75183093919386
10025004998,1218,6325,672.0,21788.0,6.16089699074074,1125.15,504.85,10025004998,909.8,1220,2.0,1.0,-6.079004007327527,-11.339224885041
10025005641,2720,15184,674.0,27074.0,12.125567129629632,1000.0,1013.72,10025005641,1013.72,3050,1.0,1.0,0.4129951157305556,0.4129951157305556
10025008882,376,3514,675.0,6136.0,6.075925925925926,1275.0,1500.0,10025008882,1500.0,378,1.0,1.0,10.601143840651165,10.601143840651165
10025058916,83,106,676.0,233.0,6.418506944444445,1750.0,732.0,10025058916,600.0,354,2.0,3.0,-9.293661140782907,1.6247659337033054
10025073228,525,2171,678.0,4850.0,6.138368055555556,720.0,1000.0,10025073228,1000.0,944,1.0,1.0,23.12413383488418,23.12413383488418
10025092211,6480,9449,682.0,24261.0,6.1874016203703714,1400.0,1500.0,10025092211,1050.0,6480,1.0,1.0,4.213631209196982,-14.747709232189436
10025097532,2796,5137,684.0,7410.0,14.149050925925927,800.0,1000.0,10025097532,1000.0,3035,1.0,1.0,6.449195813748795,6.449195813748795
10025097874,1580,1255,685.0,5118.0,6.186319444444443,720.0,1000.0,10025097874,560.0,2900,1.0,1.0,22.944894087536348,-13.11136805002077
10025104425,14,574,689.0,1600.0,6.040358796296296,1125.0,1558.8,10025104425,1558.8,111,1.0,1.0,23.300602620873864,23.300602620873864
10025113993,216,609,692.0,967.0,6.057743055555554,750.0,1000.0,10025113993,1000.0,254,1.0,1.0,20.084487828364757,20.084487828364757
10025117118,257,614,693.0,2265.0,5.994704861111113,1110.0,1521.0,10025117118,1521.0,598,1.0,1.0,22.544670968772095,22.544670968772095
10025119437,682,2153,697.0,4120.0,6.048900462962963,1120.0,1500.0,10025119437,1500.0,994,1.0,1.0,20.473024225236617,20.473024225236617
10025188717,1584,8952,707.0,17629.0,6.184305555555556,1600.0,1225.0,10025188717,2000.0,4180,1.0,1.0,-13.832899139847731,14.755092415837579
10025245925,5,2,711.0,552.0,0.0,1.0,2400.0,10025245925,2400.0,260,0.0,0.0,-inf,-inf
